,carat,cut,color,clarity,depth,table,volume
5082,1.02,Very Good,J,SI2,62.9,59.0,162.96
5083,0.77,Ideal,D,VS2,61.8,56.0,125.08
5084,0.91,Ideal,E,SI2,62.7,57.0,151.12
5085,0.91,Very Good,H,SI2,63.3,58.0,142.55
5086,0.81,Ideal,F,VS2,61.7,57.0,132.98
5087,1.01,Good,J,SI2,59.5,62.0,158.84
5088,0.86,Fair,G,VS1,64.6,58.8,139.08
5089,0.73,Ideal,E,VS1,61.7,57.0,119.47
5090,0.94,Premium,E,SI2,60.4,59.0,155.08
5091,0.61,Ideal,D,VVS2,61.7,56.0,99.62
5092,0.72,Ideal,F,VS1,61.6,56.0,118.73
5093,0.72,Ideal,F,VS1,61.5,56.0,119.14
5094,0.72,Ideal,F,VS1,60.7,57.0,120.32
5095,0.72,Ideal,F,VS1,61.7,56.0,118.32
5096,0.72,Ideal,F,VS1,61.4,56.0,117.86
5097,0.72,Ideal,F,VS1,61.0,55.0,118.34
5098,0.72,Ideal,F,VS1,61.3,56.0,117.45
5099,0.72,Ideal,F,VS1,61.5,56.0,116.91
5100,0.72,Ideal,F,VS1,60.5,56.0,120.19
5102,0.79,Ideal,G,VVS2,62.1,56.0,128.18
5103,1.09,Ideal,E,SI2,59.4,57.0,178.39
5104,0.74,Ideal,H,IF,60.9,57.0,121.42
5105,1.01,Premium,I,SI2,60.5,61.0,162.0
5106,0.72,Very Good,F,VVS1,62.1,55.0,118.03
5107,0.91,Very Good,H,SI1,62.7,56.0,146.47
5108,1.04,Ideal,J,SI2,60.4,57.0,171.62
5109,0.92,Very Good,F,SI2,62.9,58.0,149.91
5110,0.91,Very Good,E,SI2,62.9,56.0,146.61
5111,0.91,Very Good,G,SI1,63.4,59.0,148.85
5112,0.7,Ideal,G,VVS1,61.6,57.0,114.77
5113,0.78,Ideal,D,VS2,61.9,56.0,127.83
5114,0.92,Ideal,F,SI2,61.5,56.0,153.35
5115,0.91,Ideal,F,SI2,60.3,57.0,150.82
5116,0.91,Good,D,SI2,64.7,57.0,141.81
5117,1.0,Fair,E,SI2,64.6,54.0,161.53
5119,1.0,Fair,I,VS1,65.3,55.0,162.86
5120,1.0,Premium,I,VS1,60.3,62.0,160.67
5121,1.0,Premium,E,SI2,60.7,58.0,160.49
5123,1.2,Ideal,H,I1,58.6,57.0,199.55
5124,1.12,Ideal,H,SI2,61.4,56.0,182.68
5125,1.0,Premium,I,VS1,60.1,62.0,164.01
5127,1.0,Very Good,E,SI2,63.2,56.0,162.6
5128,0.91,Premium,G,SI1,62.6,56.0,148.04
5129,1.22,Fair,G,SI2,64.7,61.0,195.69
5130,1.0,Very Good,E,SI2,63.5,56.0,161.33
5134,0.93,Very Good,I,VS2,63.1,58.0,150.3
5135,0.85,Ideal,G,SI1,62.1,56.0,139.13
5136,1.01,Premium,I,SI2,59.6,62.0,165.87
5137,0.76,Premium,E,VVS2,60.6,59.0,124.05
5139,1.01,Good,F,SI2,64.0,56.0,158.79
5140,1.01,Good,F,SI2,63.1,58.0,162.2
5141,0.96,Premium,H,SI1,62.7,58.0,153.37
5142,1.02,Premium,D,I1,61.4,60.0,164.49
5143,1.02,Very Good,I,SI2,63.4,57.0,165.11
5144,1.02,Premium,H,SI2,59.2,59.0,166.72
5145,1.0,Good,J,VS2,58.7,61.0,161.89
5147,0.9,Very Good,F,SI2,62.0,61.0,144.1
5148,0.9,Very Good,F,SI2,61.4,62.0,143.19
5149,0.9,Premium,F,SI2,61.5,59.0,147.55
5150,1.01,Very Good,I,SI2,62.1,56.0,164.96
5151,0.9,Very Good,H,SI1,60.8,57.0,147.34
5152,0.9,Ideal,H,SI2,61.5,56.0,147.31
5154,0.91,Very Good,H,SI1,63.4,56.0,146.65
5155,0.91,Very Good,E,SI2,63.0,56.0,145.9
5156,0.9,Very Good,H,SI1,61.7,57.0,149.67
5157,0.91,Ideal,E,SI2,62.6,57.0,145.85
5158,0.71,Ideal,G,IF,61.8,57.0,116.02
5160,0.71,Ideal,E,VS2,61.9,55.0,114.69
5161,1.04,Premium,I,SI2,62.0,57.0,170.26
5162,0.83,Very Good,I,VVS1,61.8,56.0,134.59
5163,1.29,Very Good,F,I1,58.2,61.0,210.97
5164,0.9,Premium,G,SI1,62.9,58.0,140.51
5165,0.9,Premium,G,SI1,60.6,61.0,143.45
5166,0.91,Ideal,E,SI2,62.5,56.0,147.18
5167,0.83,Ideal,D,SI2,62.0,55.0,136.21
5168,0.83,Ideal,F,SI1,62.0,55.0,137.26
5169,0.9,Premium,G,SI1,61.3,60.0,142.82
5170,0.9,Premium,G,SI1,62.7,59.0,143.82
5171,0.9,Good,G,SI1,63.8,61.0,142.59
5172,0.8,Ideal,H,IF,61.1,56.0,131.32
5173,0.9,Premium,G,SI1,62.7,58.0,142.75
5174,0.83,Ideal,E,SI1,61.6,56.0,135.71
5175,0.9,Good,H,VS2,63.6,55.0,145.46
5176,1.07,Ideal,J,SI1,60.8,56.0,174.15
5177,1.07,Premium,H,SI2,60.0,59.0,171.02
5178,0.91,Very Good,G,VS2,62.7,63.0,137.21
5179,0.91,Good,G,SI1,63.5,61.0,142.45
5180,1.06,Ideal,I,SI2,61.4,57.0,176.41
5181,0.73,Ideal,G,VVS2,62.4,57.0,118.69
5182,1.01,Ideal,F,SI2,61.3,57.0,158.9
5183,0.71,Premium,E,VVS1,62.7,60.0,114.64
5184,0.9,Good,F,SI1,62.7,58.0,143.82
5185,0.9,Good,F,SI1,62.9,57.0,143.12
5186,0.9,Very Good,F,SI1,61.3,58.0,139.39
5187,0.73,Ideal,E,VVS2,62.0,57.0,118.44
5188,1.04,Very Good,D,SI2,63.1,58.0,162.2
5189,1.04,Premium,D,SI2,58.3,58.0,171.58
5190,1.0,Good,J,SI1,63.8,59.0,159.8
5191,1.04,Premium,G,SI1,60.3,58.0,171.19
5192,1.0,Premium,J,SI1,62.8,59.0,158.56
5194,1.0,Premium,I,SI2,62.5,56.0,159.17
5195,0.9,Ideal,G,SI1,60.3,56.0,147.26
5196,0.9,Premium,D,SI2,59.8,61.0,141.77
5197,0.72,Ideal,F,VVS2,60.9,56.0,118.75
5198,1.0,Premium,J,SI1,60.8,58.0,160.49
5199,1.0,Premium,I,SI2,61.6,59.0,159.71
5200,0.9,Premium,F,SI2,62.7,58.0,144.06
5202,1.5,Premium,D,I1,62.4,60.0,240.58
5203,0.82,Ideal,H,VVS2,61.4,56.0,134.9
5204,0.91,Premium,D,SI2,62.3,57.0,147.03
5205,0.91,Good,D,SI2,63.8,58.0,142.35
5206,1.2,Premium,J,SI2,61.7,57.0,195.81
5207,1.01,Premium,H,SI2,62.3,60.0,159.92
5208,1.01,Premium,I,SI1,62.8,58.0,162.3
5209,1.07,Very Good,J,SI2,61.6,54.0,175.35
5210,0.73,Ideal,G,VVS2,61.0,56.0,121.41
5211,0.69,Ideal,F,VVS1,61.6,56.0,114.04
5212,0.73,Ideal,H,IF,62.3,55.0,120.27
5213,0.92,Good,I,VS2,59.6,61.0,149.71
5214,1.02,Ideal,I,SI2,60.7,57.0,171.01
5215,1.02,Good,I,SI2,63.6,56.0,165.52
5216,0.77,Ideal,G,VS2,61.7,55.0,126.71
5217,1.04,Ideal,H,SI2,60.5,57.0,168.43
5218,0.77,Very Good,D,VS2,59.6,57.0,130.1
5219,0.9,Very Good,G,SI2,63.2,58.0,141.72
5220,0.9,Very Good,F,SI2,62.4,59.0,144.15
5221,1.16,Premium,F,SI2,62.1,59.0,185.45
5222,0.85,Ideal,E,SI2,60.1,56.0,141.46
5223,0.9,Fair,F,SI2,62.6,58.0,137.67
5224,1.02,Fair,G,SI2,65.3,58.0,161.43
5226,0.92,Premium,F,SI2,62.1,59.0,150.44
5227,0.92,Premium,F,SI2,61.8,58.0,148.08
5228,0.7,Ideal,D,VS2,61.2,57.0,114.51
5229,1.0,Ideal,J,SI1,62.7,58.0,162.81
5230,1.23,Ideal,G,SI2,61.6,55.0,202.05
5231,1.0,Very Good,F,SI2,62.7,58.0,159.07
5232,1.0,Very Good,F,SI2,61.7,58.0,157.16
5233,0.9,Very Good,D,SI2,64.0,58.0,144.4
5234,1.01,Premium,J,VS1,63.0,55.0,162.46
5235,1.01,Premium,H,SI2,60.7,58.0,167.14
5236,1.0,Premium,J,VS2,60.3,58.0,163.0
5237,1.01,Premium,H,SI2,61.9,59.0,161.95
5238,1.24,Very Good,J,SI2,63.1,60.0,195.41
5239,0.59,Ideal,D,VVS1,62.3,54.0,96.78
5240,1.01,Very Good,I,SI2,59.2,59.0,167.9
5241,1.01,Very Good,I,SI2,61.4,63.0,157.5
5242,0.9,Good,G,VS2,63.9,61.0,137.42
5243,1.14,Premium,J,SI1,62.4,59.0,184.51
5244,1.01,Very Good,J,SI2,62.7,55.0,166.62
5245,0.8,Ideal,F,VS1,61.2,56.0,131.9
5246,1.19,Ideal,H,I1,60.3,57.0,196.43
5247,1.12,Very Good,E,SI2,60.9,63.0,176.61
5248,0.9,Ideal,H,SI2,62.3,57.0,146.8
5249,0.82,Very Good,E,VS2,60.4,61.0,135.44
5250,0.72,Ideal,F,VVS1,61.7,56.0,117.37
5251,1.21,Very Good,E,I1,63.3,63.0,190.05
5252,1.03,Good,J,VS2,63.7,56.0,165.92
5253,0.9,Good,E,SI1,63.9,57.0,145.12
5254,1.01,Very Good,G,SI2,62.7,58.0,162.55
5255,1.02,Very Good,J,VS2,59.3,58.0,169.8
5256,0.91,Good,D,SI1,64.0,58.0,143.56
5257,0.79,Very Good,E,VVS1,63.1,60.0,127.06
5258,0.9,Ideal,F,SI2,61.9,56.0,148.71
5259,0.73,Ideal,F,VS1,61.2,57.0,120.38
5260,0.73,Ideal,F,VS1,61.4,55.0,120.72
5261,1.13,Ideal,H,SI2,60.4,56.0,184.88
5262,1.13,Ideal,E,I1,62.0,55.0,184.74
5263,0.72,Very Good,E,VVS2,60.5,55.0,120.19
5264,0.79,Very Good,D,VS1,58.8,60.0,130.52
5265,0.9,Very Good,D,SI2,62.5,58.0,144.76
5266,0.82,Ideal,F,VS2,61.5,57.0,134.9
5267,0.9,Ideal,D,SI2,60.9,57.0,146.63
5268,0.9,Good,D,SI2,59.5,62.0,142.92
5269,0.71,Very Good,D,VVS2,62.3,60.0,114.21
5270,1.0,Good,F,SI2,64.1,58.0,160.59
5271,0.71,Ideal,F,VS1,61.9,56.0,114.28
5272,1.0,Very Good,F,SI2,63.2,59.0,156.57
5273,1.06,Ideal,H,SI2,60.4,57.0,174.33
5274,0.92,Very Good,H,SI1,60.6,60.0,151.85
5275,1.16,Ideal,I,SI2,62.4,55.0,189.94
5276,0.91,Ideal,E,SI2,62.2,57.0,149.72
5277,0.9,Premium,E,SI1,62.3,61.0,144.62
5278,0.78,Very Good,D,VS1,63.2,58.0,125.85
5279,0.9,Good,E,SI1,63.8,56.0,143.66
5280,1.01,Premium,E,SI2,60.4,57.0,166.55
5281,0.9,Good,G,VS2,64.0,59.0,142.49
5282,1.01,Premium,E,SI2,59.5,60.0,167.83
5283,0.71,Ideal,D,VS1,62.1,57.0,115.95
5284,1.0,Good,F,SI2,63.4,60.0,159.01
5285,1.01,Fair,E,SI2,60.0,60.0,159.58
5286,1.01,Ideal,J,SI2,61.6,55.0,167.28
5287,1.01,Fair,I,VS1,64.9,56.0,158.72
5288,1.01,Premium,E,SI2,61.8,61.0,155.77
5289,1.01,Very Good,E,SI2,63.4,58.0,165.1
5291,0.93,Premium,G,SI2,61.7,60.0,148.8
5292,0.97,Ideal,H,SI2,61.6,56.0,159.72
5293,0.9,Very Good,F,SI2,61.8,60.0,142.65
5294,0.9,Premium,F,SI2,59.9,59.0,149.39
5295,0.9,Premium,F,SI2,58.9,59.0,146.15
5296,0.85,Premium,E,VS2,60.2,60.0,137.6
5297,0.9,Premium,E,SI2,60.1,62.0,147.34
5298,0.9,Ideal,E,SI2,62.1,56.0,149.33
5299,0.74,Ideal,H,VVS1,61.1,56.0,123.91
5301,1.11,Premium,G,SI2,62.5,57.0,172.75
5302,0.9,Ideal,I,VS2,61.3,56.0,147.4
5304,1.08,Premium,I,SI2,62.7,57.0,176.33
5305,0.9,Good,D,SI2,62.3,58.0,145.66
5306,0.9,Very Good,D,SI2,61.0,59.0,142.67
5307,0.9,Good,D,SI2,63.8,58.0,145.59
5308,0.79,Very Good,F,VS1,61.0,55.0,133.0
5310,1.03,Ideal,F,SI2,62.4,57.0,164.09
5312,0.71,Very Good,E,VVS1,63.0,57.0,115.5
5313,1.0,Premium,G,SI2,61.8,58.0,163.63
5314,0.9,Ideal,E,SI2,62.6,57.0,146.7
5315,1.0,Premium,I,SI1,58.5,59.0,164.32
5316,0.96,Premium,I,VS2,60.6,60.0,161.49
5317,0.84,Very Good,D,SI1,59.2,59.0,140.85
5318,1.04,Very Good,J,SI2,63.5,59.0,166.04
5319,0.82,Ideal,F,SI1,61.7,56.0,135.48
5320,0.9,Very Good,H,VS2,61.6,63.0,141.2
5321,1.08,Very Good,J,SI2,63.2,59.0,172.4
5322,0.9,Premium,H,VS2,62.8,58.0,145.99
5323,0.9,Premium,H,VS2,61.2,61.0,144.13
5324,0.9,Premium,H,VS2,63.0,61.0,142.64
5325,1.0,Ideal,I,SI2,60.9,57.0,163.5
5326,0.78,Ideal,D,VS2,61.9,56.0,127.06
5327,1.02,Good,F,SI2,63.3,61.0,158.36
5328,0.91,Ideal,F,SI2,62.2,56.0,145.09
5329,0.91,Ideal,F,SI2,62.4,57.0,148.76
5330,0.74,Ideal,D,VS1,61.3,57.0,120.92
5331,0.53,Ideal,D,IF,62.2,55.0,86.4
5332,0.93,Premium,D,SI1,60.8,60.0,149.78
5333,0.9,Premium,D,SI1,62.1,60.0,145.8
5334,0.9,Very Good,D,SI1,62.4,63.0,140.7
5335,0.9,Fair,D,SI1,60.4,61.0,145.94
5336,0.93,Good,D,SI1,63.8,59.0,150.47
5337,0.8,Premium,F,VS1,60.5,59.0,131.7
5338,0.74,Ideal,D,VS1,61.7,55.0,121.6
5340,1.05,Very Good,E,SI2,62.2,59.0,168.96
5341,1.18,Very Good,D,I1,61.5,62.0,194.01
5342,0.93,Premium,H,SI1,61.8,59.0,150.78
5343,0.84,Very Good,D,SI1,62.9,58.0,134.23
5344,1.05,Fair,D,SI2,65.4,59.0,161.18
5345,0.72,Ideal,F,VVS2,61.2,56.0,119.22
5346,0.9,Good,G,SI1,64.1,59.4,142.49
5347,0.9,Good,G,SI1,62.2,62.5,140.19
5350,0.91,Premium,G,SI1,62.2,57.0,144.24
5351,0.91,Fair,H,SI1,64.7,56.0,145.89
5352,0.75,Very Good,E,VS2,60.4,56.0,125.89
5353,0.92,Very Good,G,SI1,61.5,60.0,148.41
5354,0.79,Ideal,D,VS2,61.3,57.0,130.66
5355,0.9,Very Good,D,SI2,63.2,57.0,142.79
5356,0.3,Very Good,D,SI2,63.2,57.0,47.66
5357,0.3,Ideal,D,SI2,63.0,55.0,48.52
5358,0.3,Premium,D,SI2,61.8,58.0,49.3
5359,0.3,Premium,D,SI2,61.2,60.0,48.52
5360,0.3,Premium,G,SI1,62.7,58.0,47.93
5361,0.34,Premium,J,VS1,61.7,58.0,54.01
5362,0.34,Good,I,SI1,63.7,54.0,56.36
5363,0.34,Premium,I,SI1,61.3,61.0,54.75
5364,0.34,Premium,I,SI1,61.8,57.0,55.72
5365,0.34,Premium,I,SI1,60.2,59.0,56.15
5366,0.34,Premium,I,SI1,59.2,61.0,56.72
5367,0.34,Premium,I,SI1,62.7,58.0,53.99
5368,0.34,Premium,G,SI2,62.8,59.0,55.7
5369,0.34,Very Good,F,SI2,63.5,56.0,56.29
5370,0.34,Premium,F,SI2,60.0,62.0,55.82
5371,0.34,Ideal,F,SI2,60.1,56.0,56.39
5373,0.3,Premium,G,SI1,60.1,62.0,49.8
5374,0.3,Ideal,G,SI1,62.8,56.0,49.92
5376,0.3,Premium,G,SI1,61.0,57.0,49.38
5377,0.3,Premium,G,SI1,62.9,59.0,48.63
5378,0.3,Premium,D,SI2,60.9,58.0,48.56
5379,0.3,Premium,D,SI2,62.3,58.0,49.67
5380,0.3,Ideal,D,SI2,61.1,55.0,49.8
5382,0.3,Ideal,D,SI2,62.1,57.0,49.9
5383,0.3,Premium,D,SI2,62.4,58.0,49.44
5384,0.3,Premium,D,SI2,61.4,59.0,48.29
5385,0.3,Very Good,D,SI2,63.3,57.0,49.64
5386,1.01,Ideal,J,SI1,62.9,56.0,162.97
5387,1.01,Premium,I,SI2,62.6,58.0,164.5
5388,1.01,Premium,I,SI2,62.6,55.0,164.5
5389,1.01,Very Good,I,SI2,63.1,54.0,163.12
5390,0.95,Premium,I,VS2,62.9,57.0,151.03
5391,1.01,Premium,I,SI2,61.7,60.0,159.46
5392,1.0,Good,E,SI2,63.7,61.0,158.9
5393,1.0,Fair,H,VS2,64.8,55.0,163.1
5394,1.0,Premium,H,VS2,59.8,56.0,163.43
5395,1.0,Good,H,VS2,63.9,57.0,159.04
5396,0.9,Ideal,I,VS2,62.6,54.3,146.23
5397,0.9,Ideal,G,SI2,62.8,54.0,144.67
5398,1.52,Premium,G,I1,61.7,58.0,248.69
5399,0.76,Ideal,F,VS1,61.9,55.0,124.65
5400,0.85,Ideal,D,VS2,61.9,55.0,140.88
5401,1.02,Premium,G,SI2,62.3,58.1,163.58
5402,0.75,Premium,F,VVS2,62.4,57.0,122.73
5403,1.05,Premium,J,VS1,62.7,61.0,174.66
5404,1.05,Premium,H,SI2,63.0,57.0,168.64
5405,1.05,Good,H,SI2,63.9,56.0,167.78
5406,0.91,Premium,F,SI2,62.5,56.0,147.42
5407,1.05,Ideal,I,SI1,60.4,57.0,172.84
5408,1.01,Good,J,VS1,63.2,62.0,158.86
5409,1.01,Good,I,SI2,62.6,59.0,163.06
5410,0.92,Very Good,D,SI2,63.3,59.0,147.13
5411,1.06,Premium,J,SI2,62.0,58.0,170.16
5412,1.03,Premium,G,SI2,63.0,60.0,162.71
5413,1.14,Ideal,F,I1,61.7,57.0,184.57
5414,0.94,Premium,E,SI2,60.4,59.0,155.08
5415,1.08,Ideal,G,SI2,62.7,54.0,180.33
5416,0.91,Ideal,J,VVS2,60.2,57.0,152.42
5417,1.01,Good,F,SI2,63.0,60.0,158.71
5418,0.79,Ideal,E,VS2,62.2,55.0,129.97
5419,0.79,Very Good,E,VS1,62.2,55.0,133.03
5420,0.53,Very Good,D,IF,59.8,60.0,86.54
5421,0.77,Ideal,E,SI1,61.0,56.0,127.3
5422,1.05,Premium,G,SI2,60.1,60.0,174.41
5423,0.91,Very Good,D,SI2,59.3,60.0,148.67
5424,0.86,Ideal,E,SI2,61.8,57.0,141.35
5425,0.93,Ideal,F,SI2,59.5,57.0,152.42
5426,0.77,Very Good,G,VVS2,62.8,58.0,123.21
5427,0.91,Very Good,G,SI1,63.0,57.0,148.08
5428,1.14,Premium,H,SI2,62.2,61.0,185.62
5429,0.9,Very Good,E,SI1,63.2,57.0,146.04
5430,0.7,Ideal,F,VVS1,62.4,55.0,113.8
5431,0.9,Very Good,J,SI1,63.4,59.0,145.32
5433,1.2,Premium,H,SI2,60.9,60.0,196.7
5434,0.9,Premium,E,SI2,61.7,58.0,143.11
5435,1.0,Premium,I,SI2,62.6,56.0,161.9
5436,0.95,Premium,G,SI2,59.7,61.0,150.1
5437,1.06,Premium,F,SI2,62.6,59.0,171.01
5438,0.8,Very Good,E,VS1,63.2,54.0,130.06
5439,0.74,Ideal,G,VVS2,60.7,56.0,124.2
5440,0.71,Premium,E,VVS1,62.5,57.0,112.48
5441,1.04,Premium,H,SI2,62.1,58.0,171.22
5442,1.01,Very Good,I,SI1,62.0,58.0,166.41
5444,0.76,Very Good,E,VVS2,60.6,59.0,124.05
5445,1.01,Very Good,I,SI2,61.4,59.0,163.57
5449,1.23,Very Good,H,I1,61.9,60.6,196.28
5450,1.0,Good,J,VS2,62.0,61.0,162.86
5451,1.0,Good,I,SI1,65.2,56.0,158.47
5452,0.91,Very Good,D,SI2,63.9,56.0,143.19
5453,0.77,Ideal,D,VS2,61.1,57.0,128.29
5454,0.83,Ideal,E,SI1,62.3,55.0,134.64
5456,1.01,Fair,F,SI2,65.2,57.0,161.95
5458,0.93,Very Good,H,SI1,59.3,61.0,152.49
5460,0.71,Ideal,D,VS2,61.0,56.0,118.13
5461,1.02,Fair,E,SI2,65.3,59.0,159.37
5462,1.12,Good,I,SI2,64.3,60.0,182.86
5463,1.12,Premium,G,SI2,61.0,60.0,181.07
5464,1.02,Premium,D,I1,61.4,60.0,164.49
5465,0.9,Premium,H,VS1,63.0,62.0,139.22
5466,0.81,Very Good,E,VS2,62.8,57.0,130.59
5468,0.93,Good,D,SI2,64.5,58.0,148.19
5469,0.7,Ideal,D,VS1,62.3,55.0,113.08
5470,0.9,Very Good,G,SI1,61.3,60.0,142.82
5471,0.9,Very Good,G,SI1,62.0,58.0,144.95
5472,0.9,Premium,G,SI1,62.7,59.0,143.82
5473,0.9,Ideal,G,SI1,62.6,56.0,148.9
5474,0.9,Premium,G,VS2,59.0,58.0,145.46
5475,0.83,Ideal,F,VS2,61.6,58.0,136.75
5476,0.9,Very Good,G,SI2,59.8,61.0,149.63
5477,0.9,Very Good,F,SI1,62.8,56.0,144.67
5478,0.74,Ideal,F,VVS2,61.4,56.0,122.65
5479,1.06,Good,I,SI2,58.7,60.0,174.92
5481,0.91,Premium,E,SI1,61.5,60.0,147.55
5482,0.92,Good,D,SI2,60.3,61.0,153.3
5483,0.9,Very Good,I,VS1,62.6,58.0,143.45
5485,0.91,Ideal,G,SI2,60.8,57.0,148.82
5486,0.93,Ideal,H,SI1,62.0,55.0,155.43
5487,0.74,Ideal,F,VS1,61.7,56.0,122.35
5488,0.91,Premium,F,SI2,59.1,60.0,149.85
5489,0.91,Premium,F,SI2,60.8,59.0,149.54
5490,1.11,Good,J,SI1,63.6,58.0,176.68
5491,0.83,Ideal,H,VVS1,63.4,56.0,135.3
5492,0.91,Premium,E,SI2,61.6,60.0,141.2
5493,1.01,Premium,F,SI2,61.7,58.0,164.39
5494,1.08,Very Good,F,SI2,63.4,55.0,175.3
5495,0.9,Fair,D,SI2,64.6,59.0,141.21
5496,1.06,Premium,I,SI2,61.5,58.0,174.38
5497,0.91,Premium,D,SI2,62.7,59.0,148.66
5498,0.91,Very Good,D,SI2,62.3,57.0,147.03
5499,0.91,Good,D,SI2,63.8,58.0,142.35
5500,0.9,Very Good,F,SI1,63.6,58.0,144.37
5501,1.08,Ideal,I,SI2,61.9,55.0,177.45
5502,0.72,Ideal,G,VVS2,61.9,57.0,116.76
5503,1.0,Good,I,SI1,63.8,58.0,159.55
5504,1.0,Good,H,SI2,63.4,61.0,159.26
5505,1.0,Very Good,H,SI2,60.2,61.0,162.33
5506,1.0,Premium,H,SI2,61.2,59.0,160.56
5507,0.6,Ideal,D,VVS1,62.3,55.0,97.61
5508,0.9,Premium,G,VS2,62.9,62.0,138.63
5509,1.01,Very Good,G,SI2,61.9,55.0,165.74
5510,1.01,Good,G,SI2,63.7,58.0,161.48
5511,1.01,Good,G,SI2,62.8,57.0,158.57
5512,1.01,Good,G,SI2,63.4,57.0,161.84
5513,0.81,Ideal,D,SI1,62.0,56.0,132.89
5514,1.01,Good,J,SI1,58.8,57.0,169.01
5515,0.91,Very Good,H,VS2,63.1,59.0,146.51
5516,0.91,Premium,H,VS2,59.6,60.0,147.03
5517,1.0,Premium,F,SI2,61.7,57.0,160.62
5518,0.92,Very Good,F,SI2,62.1,59.0,150.44
5519,0.92,Premium,F,SI2,61.8,58.0,148.08
5520,0.9,Very Good,F,SI1,61.7,60.0,147.46
5521,1.11,Premium,H,SI2,59.3,59.0,184.79
5522,0.91,Ideal,H,SI2,60.6,57.0,150.26
5523,0.92,Ideal,H,SI2,60.5,57.0,150.98
5524,0.91,Good,H,SI1,58.2,59.0,151.01
5525,0.91,Fair,D,SI1,64.4,60.0,143.22
5526,0.73,Very Good,D,VS1,62.2,56.0,117.42
5527,0.71,Ideal,D,VVS2,61.3,57.0,116.9
5528,0.93,Ideal,I,SI1,62.5,55.0,153.22
5529,1.01,Fair,G,SI2,64.7,58.0,153.01
5530,1.02,Premium,I,SI2,61.2,59.0,166.96
5531,1.02,Premium,J,SI1,63.0,58.0,166.25
5532,1.02,Ideal,J,SI1,62.8,54.0,168.23
5533,1.02,Premium,J,SI1,61.8,58.0,167.44
5534,1.02,Premium,I,SI2,62.0,59.0,165.22
5535,1.02,Good,I,SI2,63.6,56.0,165.52
5536,1.02,Ideal,I,SI2,60.7,57.0,171.01
5537,0.9,Premium,E,SI2,60.4,59.0,145.7
5538,0.9,Premium,E,SI2,61.6,59.0,148.17
5539,1.01,Very Good,E,SI2,59.4,59.0,163.08
5540,1.02,Very Good,J,SI1,62.5,58.0,163.84
5541,1.0,Very Good,F,SI2,63.5,55.0,162.24
5542,1.0,Premium,F,SI2,60.2,62.0,164.68
5544,0.74,Ideal,D,VS2,61.8,56.0,120.98
5545,1.0,Ideal,I,VS2,62.6,54.0,161.9
5546,1.0,Premium,F,SI2,61.7,58.0,157.16
5547,0.96,Ideal,G,SI2,61.7,57.0,156.02
5549,1.0,Premium,F,SI2,59.3,62.0,159.83
5550,1.0,Premium,F,SI2,60.4,58.0,162.5
5552,0.9,Good,G,VS2,63.9,61.0,137.42
5553,0.8,Ideal,F,VS1,61.2,56.0,131.9
5554,1.0,Good,G,SI2,59.7,63.0,161.33
5555,1.04,Premium,I,SI2,62.1,59.0,169.74
5556,1.08,Fair,E,SI2,64.9,60.0,170.92
5557,1.04,Premium,G,SI2,62.2,59.0,173.12
5558,1.14,Premium,J,SI2,60.4,59.0,187.45
5559,0.79,Ideal,E,VS2,62.2,55.0,129.97
5560,0.94,Very Good,D,SI2,59.0,59.0,152.8
5563,0.9,Very Good,E,SI1,62.9,55.0,149.91
5564,0.9,Very Good,E,SI1,63.6,57.0,144.37
5565,0.91,Ideal,J,VS1,61.9,56.0,148.23
5566,1.0,Premium,H,SI2,61.0,61.0,151.92
5567,0.78,Ideal,D,VS2,62.2,55.0,128.96
5568,1.12,Ideal,E,SI2,60.9,57.0,177.58
5569,0.76,Ideal,E,VS2,61.6,56.0,124.94
5570,1.12,Very Good,E,SI2,60.9,63.0,176.61
5572,1.0,Premium,J,VVS2,59.6,61.0,154.68
5573,1.19,Ideal,H,I1,60.3,57.0,196.43
5574,0.92,Premium,F,SI2,59.3,61.0,150.02
5575,1.5,Good,F,I1,63.7,59.0,241.82
5577,0.9,Ideal,I,VS1,62.9,58.0,146.61
5578,0.9,Ideal,I,VS1,62.4,56.0,146.33
5579,0.9,Very Good,E,SI1,62.3,61.0,144.62
5580,1.01,Fair,H,SI1,64.5,59.0,157.42
5581,1.01,Fair,H,SI1,65.3,61.0,155.93
5582,1.01,Premium,H,SI1,62.1,57.0,164.44
5583,1.01,Premium,H,SI1,62.8,58.0,163.47
5584,0.94,Premium,F,SI2,62.6,57.0,153.62
5585,0.85,Very Good,E,VS2,60.2,60.0,137.6
5586,1.2,Premium,E,I1,62.3,60.0,191.07
5588,0.96,Ideal,G,SI2,62.1,57.0,154.94
5589,0.9,Ideal,D,SI2,62.3,57.0,148.37
5590,0.96,Good,F,VS2,63.7,54.0,152.96
5591,1.01,Fair,D,SI2,64.7,57.0,161.02
5592,0.96,Premium,H,SI2,59.2,61.0,154.34
5593,0.9,Very Good,I,VVS1,63.4,57.0,144.24
5594,1.1,Ideal,E,I1,61.9,56.0,178.7
5595,0.74,Very Good,E,VS1,62.1,53.4,121.86
5596,0.9,Very Good,E,SI2,59.4,58.0,150.66
5597,0.89,Ideal,E,SI2,61.8,56.0,145.04
5598,0.92,Very Good,F,SI2,62.8,56.0,150.4
5599,0.98,Ideal,I,SI2,62.6,54.0,161.9
